,zip,statecode,county,city_town,climate.Zone,city,state,latitude,longitude
33172,83530,ID,IDAHO,GRANGEVILLE,5B,Grangeville,ID,45.923869,-116.13146
33173,83531,ID,IDAHO,FENN,5B,Fenn,ID,45.889314,-115.557407
33174,83533,ID,IDAHO,GREENCREEK,5B,Greencreek,ID,46.106803,-116.25403
33175,83535,ID,LATAH,JULIAETTA,5B,Juliaetta,ID,46.542771,-116.7202
33176,83536,ID,LEWIS,KAMIAH,5B,Kamiah,ID,46.224145,-116.03726
33177,83537,ID,LATAH,KENDRICK,5B,Kendrick,ID,46.635799,-116.54146
33178,83539,ID,IDAHO,KOOSKIA,5B,Kooskia,ID,46.122654,-115.72485
33179,83540,ID,NEZ PERCE,LAPWAI,5B,Lapwai,ID,46.39708,-116.78649
33180,83541,ID,CLEARWATER,LENORE,5B,Lenore,ID,46.52808,-116.46896
33181,83542,ID,IDAHO,LUCILE,5B,Lucile,ID,45.548413,-116.301
33182,83543,ID,LEWIS,NEZPERCE,5B,Nezperce,ID,46.256652,-116.24922
33183,83544,ID,CLEARWATER,OROFINO,5B,Orofino,ID,46.485334,-116.20071
33184,83545,ID,NEZ PERCE,PECK,5B,Peck,ID,46.460115,-116.43823
33185,83546,ID,CLEARWATER,PIERCE,5B,Pierce,ID,46.525642,-115.82276
33186,83547,ID,IDAHO,POLLOCK,5B,Pollock,ID,45.291282,-116.35695
33187,83548,ID,LEWIS,REUBENS,5B,Reubens,ID,46.332945,-116.52939
33188,83549,ID,IDAHO,RIGGINS,5B,Riggins,ID,45.405792,-116.36431
33189,83552,ID,IDAHO,STITES,5B,Stites,ID,46.093893,-115.9769
33190,83553,ID,CLEARWATER,WEIPPE,5B,Weippe,ID,46.368447,-115.90101
33191,83554,ID,IDAHO,WHITE BIRD,5B,White Bird,ID,45.717554,-116.26936
33192,83555,ID,LEWIS,WINCHESTER,5B,Winchester,ID,46.216165,-116.62363
33193,83601,ID,ELMORE,ATLANTA,5B,Atlanta,ID,43.801588,-115.13085
33194,83602,ID,BOISE,BANKS,6B,Banks,ID,44.066434,-116.13976
33195,83604,ID,OWYHEE,BRUNEAU,5B,Bruneau,ID,42.87616,-115.88714
33196,83605,ID,CANYON,CALDWELL,5B,Caldwell,ID,43.658834,-116.67755
33197,83606,ID,CANYON,CALDWELL,5B,Caldwell,ID,43.724917,-116.798923
33198,83607,ID,CANYON,CALDWELL,5B,Caldwell,ID,43.675651,-116.73825
33199,83610,ID,WASHINGTON,CAMBRIDGE,5B,Cambridge,ID,44.647796,-116.69
33200,83611,ID,VALLEY,CASCADE,6B,Cascade,ID,44.476882,-115.9729
33201,83612,ID,ADAMS,COUNCIL,6B,Council,ID,44.829994,-116.55344
33202,83615,ID,VALLEY,DONNELLY,6B,Donnelly,ID,44.699961,-116.05992
33203,83616,ID,ADA,EAGLE,5B,Eagle,ID,43.705551,-116.36346
33204,83617,ID,GEM,EMMETT,5B,Emmett,ID,43.888285,-116.5143
33205,83619,ID,PAYETTE,FRUITLAND,5B,Fruitland,ID,44.002031,-116.91129
33206,83622,ID,BOISE,GARDEN VALLEY,6B,Garden Valley,ID,44.103121,-115.9354
33207,83623,ID,ELMORE,GLENNS FERRY,5B,Glenns Ferry,ID,42.965519,-115.32724
33208,83624,ID,OWYHEE,GRAND VIEW,5B,Grand View,ID,43.004691,-116.07225
33209,83626,ID,CANYON,GREENLEAF,5B,Greenleaf,ID,43.670142,-116.82367
33210,83627,ID,ELMORE,HAMMETT,5B,Hammett,ID,42.939818,-115.49697
33211,83628,ID,OWYHEE,HOMEDALE,5B,Homedale,ID,43.598319,-116.9484
33212,83629,ID,BOISE,HORSESHOE BEND,6B,Horseshoe Bend,ID,43.933688,-116.1889
33213,83630,ID,CANYON,HUSTON,5B,Huston,ID,43.602661,-116.790284
33214,83631,ID,BOISE,IDAHO CITY,6B,Idaho City,ID,43.85128,-115.87903
33215,83632,ID,ADAMS,INDIAN VALLEY,6B,Indian Valley,ID,44.554347,-116.4388
33216,83633,ID,ELMORE,KING HILL,5B,King Hill,ID,42.969692,-115.17427
33217,83634,ID,ADA,KUNA,5B,Kuna,ID,43.463644,-116.39311
33218,83635,ID,VALLEY,LAKE FORK,6B,Lake Fork,ID,44.68367,-115.453583
33219,83636,ID,GEM,LETHA,5B,Letha,ID,43.896275,-116.646209
33220,83637,ID,BOISE,LOWMAN,6B,Lowman,ID,44.08857,-115.48797
33221,83638,ID,VALLEY,MCCALL,6B,McCall,ID,44.854428,-116.04991
33222,83639,ID,OWYHEE,MARSING,5B,Marsing,ID,43.534319,-116.84062
33223,83641,ID,CANYON,MELBA,5B,Melba,ID,43.370358,-116.57555
33224,83642,ID,ADA,MERIDIAN,5B,Meridian,ID,43.609434,-116.39642
33225,83643,ID,ADAMS,MESA,6B,Mesa,ID,44.605095,-116.48879
33226,83644,ID,CANYON,MIDDLETON,5B,Middleton,ID,43.720076,-116.60253
33227,83645,ID,WASHINGTON,MIDVALE,5B,Midvale,ID,44.426905,-116.62405
33228,83646,ID,ADA,MERIDIAN,5B,Meridian,ID,43.65,-116.43
33229,83647,ID,ELMORE,MOUNTAIN HOME,5B,Mountain Home,ID,43.208029,-115.62345
33230,83648,ID,ELMORE,MOUNTAIN HOME AFB,5B,Mountain Home A F B,ID,43.06997,-115.85201
33231,83650,ID,OWYHEE,MURPHY,5B,Murphy,ID,43.135267,-116.46584
33232,83651,ID,CANYON,NAMPA,5B,Nampa,ID,43.583454,-116.58697
33233,83652,ID,CANYON,NAMPA,5B,Nampa,ID,43.70713,-116.620774
33234,83653,ID,CANYON,NAMPA,5B,Nampa,ID,43.585149,-116.752963
33235,83654,ID,ADAMS,NEW MEADOWS,6B,New Meadows,ID,45.077791,-116.34335
33236,83655,ID,PAYETTE,NEW PLYMOUTH,5B,New Plymouth,ID,43.96929,-116.81389
33237,83656,ID,CANYON,NOTUS,5B,Notus,ID,43.725546,-116.8008
33238,83657,ID,GEM,OLA,5B,Ola,ID,44.279564,-116.29949
33239,83660,ID,CANYON,PARMA,5B,Parma,ID,43.790319,-116.93469
33240,83661,ID,PAYETTE,PAYETTE,5B,Payette,ID,44.079947,-116.89433
33241,83669,ID,ADA,STAR,5B,Star,ID,43.697658,-116.49155
33242,83670,ID,GEM,SWEET,5B,Sweet,ID,44.017756,-116.31264
33243,83672,ID,WASHINGTON,WEISER,5B,Weiser,ID,44.310781,-116.93326
33244,83676,ID,CANYON,WILDER,5B,Wilder,ID,43.653878,-116.90117
33245,83677,ID,VALLEY,YELLOW PINE,6B,Yellow Pine,ID,45.01781,-115.55397
33246,83680,ID,ADA,MERIDIAN,5B,Meridian,ID,43.459855,-116.243984
33247,83686,ID,CANYON,NAMPA,5B,Nampa,ID,43.529812,-116.57761
33248,83687,ID,CANYON,NAMPA,5B,Nampa,ID,43.590212,-116.53781
33249,83701,ID,ADA,BOISE,5B,Boise,ID,43.603768,-116.272921
33250,83702,ID,ADA,BOISE,5B,Boise,ID,43.627734,-116.20756
33251,83703,ID,ADA,BOISE,5B,Boise,ID,43.668396,-116.25707
33252,83704,ID,ADA,BOISE,5B,Boise,ID,43.63123,-116.28716
33253,83705,ID,ADA,BOISE,5B,Boise,ID,43.583139,-116.2252
33254,83706,ID,ADA,BOISE,5B,Boise,ID,43.593523,-116.19903
33255,83707,ID,ADA,BOISE,5B,Boise,ID,43.38469,-115.997118
33256,83708,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33257,83709,ID,ADA,BOISE,5B,Boise,ID,43.572671,-116.29527
33258,83711,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33259,83712,ID,ADA,BOISE,5B,Boise,ID,43.595763,-116.16367
33260,83713,ID,ADA,BOISE,5B,Boise,ID,43.638314,-116.33059
33261,83714,ID,ADA,GARDEN CITY,5B,Boise,ID,43.641774,-116.26507
33262,83715,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33263,83716,ID,ADA,BOISE,5B,Boise,ID,43.601772,-116.02721
33264,83717,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33265,83719,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33266,83720,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33267,83725,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33268,83726,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33269,83728,ID,ADA,BOISE,5B,Boise,ID,43.459855,-116.243984
33270,83801,ID,KOOTENAI,ATHOL,5B,Athol,ID,47.943718,-116.66605
33271,83802,ID,SHOSHONE,AVERY,5B,Avery,ID,47.173432,-115.80199
33272,83803,ID,KOOTENAI,BAYVIEW,5B,Bayview,ID,47.982523,-116.56168
33273,83804,ID,BONNER,BLANCHARD,6B,Blanchard,ID,48.021497,-116.98833
33274,83805,ID,BOUNDARY,BONNERS FERRY,6B,Bonners Ferry,ID,48.770783,-116.41051
33275,83806,ID,LATAH,BOVILL,5B,Bovill,ID,46.868617,-116.39726
33276,83808,ID,SHOSHONE,CALDER,5B,Calder,ID,47.269078,-116.12134
33277,83809,ID,BONNER,CAREYWOOD,6B,Careywood,ID,48.055621,-116.5854
33278,83810,ID,KOOTENAI,CATALDO,5B,Cataldo,ID,47.532742,-116.46535
33279,83811,ID,BONNER,CLARK FORK,6B,Clark Fork,ID,48.119781,-116.15905
33280,83813,ID,BONNER,COCOLALLA,6B,Cocolalla,ID,48.108672,-116.64794
33281,83814,ID,KOOTENAI,COEUR D ALENE,5B,Coeur D Alene,ID,47.66655,-116.7757
33282,83815,ID,KOOTENAI,COEUR D ALENE,5B,Coeur D Alene,ID,47.718227,-116.78897
33283,83816,ID,KOOTENAI,COEUR D ALENE,5B,Coeur D Alene,ID,47.678798,-116.682718
33284,83821,ID,BONNER,COOLIN,6B,Coolin,ID,48.582545,-116.83491
33285,83822,ID,BONNER,OLDTOWN,6B,Oldtown,ID,48.168577,-117.02483
33286,83823,ID,LATAH,DEARY,5B,Deary,ID,46.79844,-116.54841
33287,83824,ID,BENEWAH,DESMET,5B,Desmet,ID,47.123919,-116.94417
33288,83825,ID,BONNER,DOVER,6B,Dover,ID,48.36875,-116.545493
33289,83826,ID,BOUNDARY,EASTPORT,6B,Eastport,ID,48.974293,-116.1865
33290,83827,ID,CLEARWATER,ELK RIVER,5B,Elk River,ID,46.779767,-116.17964
33291,83830,ID,BENEWAH,FERNWOOD,5B,Fernwood,ID,47.10625,-116.38764
33292,83832,ID,LATAH,GENESEE,5B,Genesee,ID,46.552921,-116.91914
33293,83833,ID,KOOTENAI,HARRISON,5B,Harrison,ID,47.498424,-116.74475
33294,83834,ID,LATAH,HARVARD,5B,Harvard,ID,46.973846,-116.71663
33295,83835,ID,KOOTENAI,HAYDEN,5B,Hayden,ID,47.773595,-116.74907
33296,83836,ID,BONNER,HOPE,6B,Hope,ID,48.229101,-116.27423
33297,83837,ID,SHOSHONE,KELLOGG,5B,Kellogg,ID,47.542783,-116.11848
33298,83839,ID,SHOSHONE,KINGSTON,5B,Kingston,ID,47.566703,-116.20774
33299,83840,ID,BONNER,KOOTENAI,6B,Kootenai,ID,48.314378,-116.515276
33300,83841,ID,BONNER,LACLEDE,6B,Laclede,ID,48.161421,-116.76728
33301,83842,ID,KOOTENAI,MEDIMONT,5B,Medimont,ID,47.456917,-116.57917
33302,83843,ID,LATAH,MOSCOW,5B,Moscow,ID,46.727636,-116.98067
33303,83844,ID,LATAH,MOSCOW,5B,Moscow,ID,46.836284,-116.684553
33304,83845,ID,BOUNDARY,MOYIE SPRINGS,6B,Moyie Springs,ID,48.720842,-116.13626
33305,83846,ID,SHOSHONE,MULLAN,5B,Mullan,ID,47.466971,-115.78377
33306,83847,ID,BOUNDARY,NAPLES,6B,Naples,ID,48.575219,-116.41475
33307,83848,ID,BONNER,NORDMAN,6B,Nordman,ID,48.649023,-116.89426
33308,83849,ID,SHOSHONE,OSBURN,5B,Osburn,ID,47.517239,-116.01495
33309,83850,ID,SHOSHONE,PINEHURST,5B,Pinehurst,ID,47.512203,-116.24128
33310,83851,ID,BENEWAH,PLUMMER,5B,Plummer,ID,47.322203,-116.88379
33311,83852,ID,BONNER,PONDERAY,6B,Ponderay,ID,48.30476,-116.53305
33312,83853,ID,BOUNDARY,PORTHILL,6B,Porthill,ID,48.953737,-116.53078
33313,83854,ID,KOOTENAI,POST FALLS,5B,Post Falls,ID,47.720306,-116.94564
33314,83855,ID,LATAH,POTLATCH,5B,Potlatch,ID,46.95597,-116.91671
33315,83856,ID,BONNER,PRIEST RIVER,6B,Priest River,ID,48.315799,-116.90904
33316,83857,ID,LATAH,PRINCETON,5B,Princeton,ID,46.871275,-116.82431
33317,83858,ID,KOOTENAI,RATHDRUM,5B,Rathdrum,ID,47.818931,-116.8783
33318,83860,ID,BONNER,SAGLE,6B,Sagle,ID,48.205853,-116.5571
33319,83861,ID,BENEWAH,SAINT MARIES,5B,Saint Maries,ID,47.274904,-116.57392
33320,83864,ID,BONNER,SANDPOINT,6B,Sandpoint,ID,48.362033,-116.55101
33321,83865,ID,BONNER,COLBURN,6B,Colburn,ID,48.363251,-116.625594
33322,83866,ID,BENEWAH,SANTA,5B,Santa,ID,47.161756,-116.42113
33323,83867,ID,SHOSHONE,SILVERTON,5B,Silverton,ID,47.495306,-115.9555
33324,83868,ID,SHOSHONE,SMELTERVILLE,5B,Smelterville,ID,47.542989,-116.18156
33325,83869,ID,KOOTENAI,SPIRIT LAKE,5B,Spirit Lake,ID,47.97618,-116.86895
33326,83870,ID,BENEWAH,TENSED,5B,Tensed,ID,47.155827,-116.89647
33327,83871,ID,LATAH,TROY,5B,Troy,ID,46.747944,-116.74693
33328,83872,ID,LATAH,VIOLA,5B,Viola,ID,46.861905,-116.96316
33329,83873,ID,SHOSHONE,WALLACE,5B,Wallace,ID,47.533448,-115.88759
33330,83874,ID,SHOSHONE,MURRAY,5B,Murray,ID,47.626188,-115.83204
33331,83876,ID,KOOTENAI,WORLEY,5B,Worley,ID,47.446701,-116.90486
33332,83877,ID,KOOTENAI,POST FALLS,5B,Post Falls,ID,47.678798,-116.682718
33333,84001,UT,DUCHESNE,ALTAMONT,6B,Altamont,UT,40.395531,-110.27969
33334,84002,UT,DUCHESNE,ALTONAH,6B,Altonah,UT,40.45679,-110.32673
33335,84003,UT,UTAH,AMERICAN FORK,5B,American Fork,UT,40.394235,-111.79449
33336,84004,UT,UTAH,ALPINE,5B,Alpine,UT,40.465161,-111.76279
33337,84005,UT,UTAH,EAGLE MOUNTAIN,5B,Eagle Mountain,UT,40.37,-112.02
33338,84006,UT,SALT LAKE,BINGHAM CANYON,5B,Bingham Canyon,UT,40.563896,-112.1281
33339,84007,UT,DUCHESNE,BLUEBELL,6B,Bluebell,UT,40.349644,-110.19776
33340,84008,UT,UINTAH,BONANZA,6B,Bonanza,UT,40.443106,-109.505593
33341,84010,UT,DAVIS,BOUNTIFUL,5B,Bountiful,UT,40.876312,-111.87249
33342,84011,UT,DAVIS,BOUNTIFUL,5B,Bountiful,UT,40.963547,-112.115984
33343,84013,UT,UTAH,CEDAR VALLEY,5B,Cedar Valley,UT,40.288953,-112.09859
33344,84014,UT,DAVIS,CENTERVILLE,5B,Centerville,UT,40.927244,-111.87682
33345,84015,UT,DAVIS,CLEARFIELD,5B,Clearfield,UT,41.126476,-112.04427
33346,84016,UT,DAVIS,CLEARFIELD,5B,Clearfield,UT,40.892995,-111.888121
33347,84017,UT,SUMMIT,COALVILLE,6B,Coalville,UT,40.88097,-111.37752
33348,84018,UT,MORGAN,CROYDON,6B,Croydon,UT,41.084479,-111.53153
33349,84020,UT,SALT LAKE,DRAPER,5B,Draper,UT,40.514843,-111.87294
33350,84021,UT,DUCHESNE,DUCHESNE,6B,Duchesne,UT,40.169399,-110.46066
33351,84022,UT,TOOELE,DUGWAY,5B,Dugway,UT,40.212316,-112.70012
33352,84023,UT,DAGGETT,DUTCH JOHN,6B,Dutch John,UT,40.881951,-109.46319
33353,84024,UT,SUMMIT,ECHO,6B,Echo,UT,40.959532,-111.42743
33354,84025,UT,DAVIS,FARMINGTON,5B,Farmington,UT,40.988347,-111.88847
33355,84026,UT,UINTAH,FORT DUCHESNE,6B,Fort Duchesne,UT,40.294693,-109.82903
33356,84027,UT,DUCHESNE,FRUITLAND,6B,Fruitland,UT,40.156858,-110.95449
33357,84028,UT,RICH,GARDEN CITY,6B,Garden City,UT,41.91021,-111.40328
33358,84029,UT,TOOELE,GRANTSVILLE,5B,Grantsville,UT,40.689007,-112.6698
33359,84031,UT,DUCHESNE,HANNA,6B,Hanna,UT,40.535823,-110.46651
33360,84032,UT,WASATCH,HEBER CITY,6B,Heber City,UT,40.511413,-111.33259
33361,84033,UT,SUMMIT,HENEFER,6B,Henefer,UT,40.996895,-111.50264
33362,84034,UT,TOOELE,IBAPAH,5B,Ibapah,UT,40.105506,-113.94372
33363,84035,UT,UINTAH,JENSEN,6B,Jensen,UT,40.443203,-109.25255
33364,84036,UT,SUMMIT,KAMAS,6B,Kamas,UT,40.625883,-111.20141
33365,84037,UT,DAVIS,KAYSVILLE,5B,Kaysville,UT,41.032893,-111.93004
33366,84038,UT,RICH,LAKETOWN,6B,Laketown,UT,41.797569,-111.3702
33367,84039,UT,UINTAH,LAPOINT,6B,Lapoint,UT,40.401201,-109.81677
33368,84040,UT,DAVIS,LAYTON,5B,Layton,UT,41.086894,-111.9271
33369,84041,UT,DAVIS,LAYTON,5B,Layton,UT,41.07221,-111.97625
33370,84042,UT,UTAH,LINDON,5B,Lindon,UT,40.338552,-111.7162
33371,84043,UT,UTAH,LEHI,5B,Lehi,UT,40.366648,-111.89052
33372,84044,UT,SALT LAKE,MAGNA,5B,Magna,UT,40.700162,-112.08318
33373,84045,UT,UTAH,SARATOGA SPRINGS,5B,Saratoga Springs,UT,40.28,-111.88
33374,84046,UT,DAGGETT,MANILA,6B,Manila,UT,40.978642,-109.74719
33375,84047,UT,SALT LAKE,MIDVALE,5B,Midvale,UT,40.614997,-111.88704
33376,84049,UT,WASATCH,MIDWAY,6B,Midway,UT,40.518775,-111.49837
33377,84050,UT,MORGAN,MORGAN,6B,Morgan,UT,41.059771,-111.71141
33378,84051,UT,DUCHESNE,MOUNTAIN HOME,6B,Mountain Home,UT,40.42204,-110.38597
33379,84052,UT,DUCHESNE,MYTON,6B,Myton,UT,40.065834,-110.14823
33380,84053,UT,DUCHESNE,NEOLA,6B,Neola,UT,40.440294,-110.02525
33381,84054,UT,DAVIS,NORTH SALT LAKE,5B,North Salt Lake,UT,40.843012,-111.90581
33382,84055,UT,SUMMIT,OAKLEY,6B,Oakley,UT,40.80725,-111.204
33383,84056,UT,DAVIS,HILL AFB,5B,Hill AFB,UT,41.118815,-112.01151
33384,84057,UT,UTAH,OREM,5B,Orem,UT,40.311854,-111.70561
33385,84058,UT,UTAH,OREM,5B,Orem,UT,40.278086,-111.71067
33386,84059,UT,UTAH,OREM,5B,Orem,UT,40.176975,-111.536036
33387,84060,UT,SUMMIT,PARK CITY,6B,Park City,UT,40.648541,-111.49362
33388,84061,UT,SUMMIT,PEOA,6B,Peoa,UT,40.732935,-111.35283
33389,84062,UT,UTAH,PLEASANT GROVE,5B,Pleasant Grove,UT,40.38584,-111.73333
33390,84063,UT,UINTAH,RANDLETT,6B,Randlett,UT,40.176006,-109.70579
33391,84064,UT,RICH,RANDOLPH,6B,Randolph,UT,41.656963,-111.16584
33392,84065,UT,SALT LAKE,RIVERTON,5B,Riverton,UT,40.503746,-111.96327
33393,84066,UT,DUCHESNE,ROOSEVELT,6B,Roosevelt,UT,40.328012,-110.01689
33394,84067,UT,WEBER,ROY,5B,Roy,UT,41.173226,-112.05093
33395,84068,UT,SUMMIT,PARK CITY,6B,Park City,UT,40.66797,-111.505365
33396,84069,UT,TOOELE,RUSH VALLEY,5B,Rush Valley,UT,40.366554,-112.45813
33397,84070,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.581595,-111.88821
33398,84071,UT,TOOELE,STOCKTON,5B,Stockton,UT,40.336367,-112.33819
33399,84072,UT,DUCHESNE,TABIONA,6B,Tabiona,UT,40.362986,-110.70128
33400,84073,UT,DUCHESNE,TALMAGE,6B,Talmage,UT,40.352343,-110.46935
33401,84074,UT,TOOELE,TOOELE,5B,Tooele,UT,40.560528,-112.29455
33402,84075,UT,DAVIS,SYRACUSE,5B,Syracuse,UT,41.086069,-112.06279
33403,84076,UT,UINTAH,TRIDELL,6B,Tridell,UT,40.446132,-109.87476
33404,84078,UT,UINTAH,VERNAL,6B,Vernal,UT,40.514262,-109.54223
33405,84079,UT,UINTAH,VERNAL,6B,Vernal,UT,40.160179,-109.547839
33406,84080,UT,TOOELE,VERNON,5B,Vernon,UT,40.105195,-112.31673
33407,84081,UT,SALT LAKE,WEST JORDAN,5B,West Jordan,UT,40.59,-112.03
33408,84082,UT,WASATCH,WALLSBURG,6B,Wallsburg,UT,40.371817,-111.41809
33409,84083,UT,TOOELE,WENDOVER,5B,Wendover,UT,40.773372,-114.0093
33410,84084,UT,SALT LAKE,WEST JORDAN,5B,West Jordan,UT,40.627668,-111.97566
33411,84085,UT,UINTAH,WHITEROCKS,6B,Whiterocks,UT,40.529949,-109.91425
33412,84086,UT,RICH,WOODRUFF,6B,Woodruff,UT,41.376622,-111.22578
33413,84087,UT,DAVIS,WOODS CROSS,5B,Woods Cross,UT,40.888711,-111.90909
33414,84088,UT,SALT LAKE,WEST JORDAN,5B,West Jordan,UT,40.594222,-111.97889
33415,84089,UT,DAVIS,CLEARFIELD,5B,Clearfield,UT,40.963547,-112.115984
33416,84090,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.668068,-111.908297
33417,84091,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.668068,-111.908297
33418,84092,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.558748,-111.80902
33419,84093,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.594948,-111.83448
33420,84094,UT,SALT LAKE,SANDY,5B,Sandy,UT,40.569598,-111.86217
33421,84095,UT,SALT LAKE,SOUTH JORDAN,5B,South Jordan,UT,40.561598,-111.96088
33422,84096,UT,SALT LAKE,HERRIMAN,5B,Herriman,UT,40.48,-112.07
33423,84097,UT,UTAH,OREM,5B,Orem,UT,40.301444,-111.67485
33424,84098,UT,SUMMIT,PARK CITY,6B,Park City,UT,40.726899,-111.53674
33425,84101,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.754746,-111.89875
33426,84102,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.759246,-111.86371
33427,84103,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.777746,-111.87491
33428,84104,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.750628,-111.94077
33429,84105,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.737132,-111.86044
33430,84106,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.706246,-111.85657
33431,84107,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.659997,-111.88394
33432,84108,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.744646,-111.81123
33433,84109,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.705747,-111.79973
33434,84110,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33435,84111,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.7547,-111.88361
33436,84112,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.76784,-111.83805
33437,84113,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.763322,-111.83364
33438,84114,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33439,84115,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.718113,-111.88938
33440,84116,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.790309,-111.94018
33441,84117,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.662797,-111.83797
33442,84118,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.650496,-111.99591
33443,84119,UT,SALT LAKE,WEST VALLEY CITY,5B,Salt Lake City,UT,40.696596,-111.95239
33444,84120,UT,SALT LAKE,WEST VALLEY CITY,5B,Salt Lake City,UT,40.688246,-111.99899
33445,84121,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.625621,-111.8158
33446,84122,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33447,84123,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.659514,-111.92226
33448,84124,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.680064,-111.8222
33449,84125,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33450,84126,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33451,84127,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33452,84128,UT,SALT LAKE,WEST VALLEY CITY,5B,Salt Lake City,UT,40.694746,-112.04004
33453,84129,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.66,-111.93
33454,84130,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33455,84132,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.772743,-111.838541
33456,84133,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.769046,-111.889319
33457,84134,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33458,84136,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.768546,-111.887869
33459,84138,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.671614,-111.74828
33460,84139,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33461,84143,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.786886,-111.900832
33462,84145,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33463,84147,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33464,84148,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.756796,-111.837567
33465,84150,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33466,84151,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33467,84152,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.728579,-111.66273
33468,84157,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33469,84158,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.768996,-111.762115
33470,84165,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33471,84170,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33472,84171,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
33473,84180,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.770248,-111.90077
33474,84184,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.676839,-111.956811
33475,84190,UT,SALT LAKE,SALT LAKE CITY,5B,Salt Lake City,UT,40.668068,-111.908297
